ISO ALPHA-3 code,WHO Region,Country,Antenatal care coverage (%) -  at least 4 visits (any provider),See notes=1,Data coverage period start year,Data coverage period end year,Survey start year,Survey end year,Sample size; 0=no sample size provided,Source,1=source verified; 2=source not verified,Notes,Source code: 1=survey; 2=adm.; 3=other,Age if not 15-49 years
JOR ,EMRO,Jordan,86.2,,1992,1997,1997,1997,6360,"Department of Statistics (DOS) [Jordan] and Macro International Inc. (MI). Jordan Population and Family Health Survey 1997. Calverton, Maryland: DOS and MI, 1998.",1,,1,
JOR ,EMRO,Jordan,90.9,,1997,2002,2002,2002,3743,"Department of Statistics [Jordan] and ORC Macro. Jordan Population and Family Health Survey 2002. Calverton, Maryland, USA: Department of Statistics and ORC Macro, 2003.",1,,1,
JOR ,EMRO,Jordan,94.1,,2002,2007,2007,2007,6446,"Department of Statistics [Jordan] and Macro International Inc. Jordan Population and Family Health Survey 2007. Calverton, Maryland, USA: Department of Statistics and Macro International Inc., 2008.",1,,1,
JOR ,EMRO,Jordan,94.5,,2007,2012,2012,2012,6577,"Department of Statistics [Jordan], ICF International. Jordan Population and Family Health Survey 2012. Calverton, Maryland, USA: Department of Statistics, ICF International; 2013.",1,,2,
KAZ ,EURO,Kazakhstan,81.9,,1992,1995,1995,1995,810,"National Institute of Nutrition [Kazakhstan] and Macro International Inc. Kazakhstan Demographic and Health Survey, 1995. Calverton, Maryland: National Institute of Nutrition and Macro International Inc., 1996.",1,,1,
KAZ ,EURO,Kazakhstan,70,,1994,1999,1999,1999,1129,"Academy of Preventive Medicine [Kazakhstan] and Macro International Inc. Kazakhstan Demographic and Health Survey 1999. Calverton, Maryland: Academy of Preventive Medicine and Macro International Inc., 2000.",1,,1,
KAZ ,EURO,Kazakhstan,87,,2008,2011,2010,2011,1993,"The Agency of Statistics, RK, United Nations Children’s Fund (UNICEF). Multiple Indicator Cluster Survey (MICS) in the Republic of Kazakhstan, 2010-2011. Final Report. Astana, Kazakhstan: the Agency of Statistics, RK, the Republican State Enterprise Information Computing Center; 2012.",1,,1,
KAZ ,EURO,Kazakhstan,95.3,,2013,2015,2015,2015,0,"The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan. 2015 Kazakhstan Multiple Indicator Cluster Survey, Key Findings. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan; 2016.",1,,1,
KEN ,AFRO,Kenya,63.9,,1988,1993,1993,1993,6062,"National Council for Population and Development (NCPD), Central Bureau of Statistics (CBS) (Office of the Vice President and Ministry of Planning and National Development [Kenya]), and Macro International Inc. (MI). Kenya Demographic and Health Survey 1993. Calverton, Maryland: NCPD, CBS, and MI, 1994.",1,,1,
KEN ,AFRO,Kenya,60.8,,1995,1998,1998,1998,3464,"National Council for Population and Development (NCPD), Central Bureau of Statistics (CBS) (Office of the Vice President and Ministry of Planning and National Development) [Kenya], and Macro International Inc. (MI). Kenya Demographic and Health Survey 1998. Calverton, Maryland: NDPD, CBS, and MI, 1999.",1,,1,
KEN ,AFRO,Kenya,52.3,,1998,2003,2003,2003,4052,"Central Bureau of Statistics (CBS) [Kenya], Ministry of Health (MOH) [Kenya], and ORC Macro. Kenya Demographic and Health Survey 2003. Calverton, Maryland: CBS, MOH, and ORC Macro, 2004.",1,,1,
KEN ,AFRO,Kenya,47.1,,2003,2009,2008,2009,3973,"Kenya National Bureau of Statistics (KNBS) and ICF Macro. Kenya Demographic and Health Survey 2008-09. Calverton, Maryland: KNBS and ICF Macro, 2010.",1,,1,
KEN ,AFRO,Kenya,57.6,,2009,2009,2014,2014,14442,"Kenya National Bureau of Statistics, Ministry of Health, National AIDS Control Council, Kenya Medical Research Institute, National Council for Population and Development, Nairobi, Kenya, The DHS Program. Kenya Demographic and Health Survey 2014. ICF International, Rockville, Maryland, USA; 2015.",1,,1,
KIR ,WPRO,Kiribati,70.5,,2004,2009,2009,2009,787,"Kiribati National Statistics Office (KNSO), and the Secretariat of the Pacific Community. Kiribati Demographic Health Survey 2009. Noumea;  2010. ",1,,1,
KWT ,EMRO,Kuwait,88.5,1,1996,1996,1996,1996,2132,"Ministry of Health and Council of Health Ministers of GCC States. Kuwait Family Health Survey 1996. Preliminary Report. Kuwait, 1997.",1,5 or more visits.,1,
KGZ ,EURO,Kyrgyzstan,81.1,,1994,1997,1997,1997,1172,"Research Institute of Obstetrics and Pediatrics [Kyrgyz Republic] and Macro International Inc. Kyrgyz Republic Demographic and Health Survey, 1997. Calverton, Maryland: Research Institute of Obstetrics and Pediatrics, Ministry of Health of the Kyrgyz Republic and Macro International Inc., 1998.",1,,1,
KGZ ,EURO,Kyrgyzstan,83.6,,2007,2012,2012,2012,3014,"National Statistical Committee of the Kyrgyz Republic, Ministry of Health of the Kyrgyz Republic, Measure DHS ICF International. Kyrgyz Demographic and Health Survey 2012. Preliminary Report. Measure DHS ICF International Calverton, Maryland United States, 2013.",1,,1,
KGZ ,EURO,Kyrgyzstan,94.6,,2012,2014,2014,2014,1675,"National Statistical Committee of the Kyrgyz Republic, the United Nations Childrens Fund (UNICEF). Republic of Kyrgyzstan Multiple Indicator Cluster Survey 2014 Final Report. Bishkek, Kyrgyzstan Republic National Statistical Committee of the Kyrgyz Republic, the United Nations Childrens Fund (UNICEF); 2015.",1,,1,
LAO ,WPRO,Lao People's Democratic Republic,60.7,,2000,2005,2005,2005,8238,"Committee for Planning and Investment, National Statistics Centre and UNFPA. Lao Reproductive Health Survey 2005. Vientiane, Lao People's Democratic Republic; 2007.",1,,1,
LAO ,WPRO,Lao People's Democratic Republic,36.9,,2009,2012,2011,2012,4306,"Ministry of Health (MoH), Lao Statistics Bureau (LSB). The Lao Social Indicator Survey LSIS (MICS/DHS) 2011-12 (Multiple Indicator Cluster Survey/Demographic and Health Survey). Ministry of Health, Lao Statistics Bureau; 2012.",1,,1,
LVA ,EURO,Latvia,see note,1,2007,2007,2007,2007,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 9th edition, 2007. Riga, Latvia, 2008.",1,Mean number of visits to a gynaecologist: 8.2,2,
LVA ,EURO,Latvia,see note,1,2008,2008,2008,2008,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 10th edition, 2008. Riga, Latvia, 2009.",1,Mean number of visits to a gynaecologist: 8.1,2,
LVA ,EURO,Latvia,see note,1,2009,2009,2009,2009,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 11th edition, 2009. Riga, Latvia, 2010.",1,Mean number of visits to a gynaecologist: 8.0,2,
LVA ,EURO,Latvia,see note,1,2010,2010,2010,2010,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 12th edition, 2010. Riga, Latvia, 2011.",1,Mean number of visits to a gynaecologist: 7.9,2,
LVA ,EURO,Latvia,see note,1,2011,2011,2011,2011,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 13th edition, 2011. Riga, Latvia, 2012.",1,Mean number of visits to a gynaecologist: 8.3,2,
LVA ,EURO,Latvia,see note,1,2012,2012,2012,2012,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 14th edition, 2012. Riga, Latvia, 2013.",1,Mean number of visits to a gynaecologist: 8.2,2,
LVA ,EURO,Latvia,see note,1,2013,2013,2013,2013,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 16th edition, 2014. Riga, Latvia; 2015.",1,Mean number of visits to a gynaecologist: 8.6,2,
LVA ,EURO,Latvia,see note,1,2014,2014,2014,2014,0,"Centre of Health Economics. Statistical Yearbook of Health Care in Latvia 16th edition, 2014. Riga, Latvia; 2015.",1,Mean number of visits to a gynaecologist: 8.4,2,
LBN ,EMRO,Lebanon,80.9,,1999,2000,1999,2000,5231,"Ministry of Public Health and UNICEF. National Perinatal Survey 1999-2000. Lebanon, 2001.",1,,1,
LSO ,AFRO,Lesotho,69.6,,1999,2004,2004,2004,2859,"Ministry of Health and Social Welfare (MOHSW) [Lesotho], Bureau of Statistics (BOS) [Lesotho], and ORC Macro. Lesotho Demographic and Health Survey 2004. Calverton, Maryland: MOH, BOS, and ORC Macro, 2005.",1,,1,
LSO ,AFRO,Lesotho,70.4,,2004,2009,2009,2009,2859,"Ministry of Health and Social Welfare (MOHSW) [Lesotho] and ICF Macro. Lesotho Demographic and Health Survey 2009. Maseru, Lesotho: MOHSW and ICF Macro, 2010.",1,,1,
LSO,AFR,Lesotho,74.4,,2009,2014,2014,2014,1393,"Lesotho Ministry of Health. 2014 Lesotho Demographic and Health Survey Key Indicators Report. Ministry of Health, Maseru, Lesotho,  ICF International Rockville, Maryland, USA; 2015.",1,,1,
LBR ,AFRO,Liberia,73.3,,1996,2000,1999,2000,5087,"Ministry of Planning and Economic Affairs, University of Liberia and United Nations Population Fund. Liberia Demographic and Health Survey: 1999/2000. Volume III - Analytical Report. Liberia; 2000.",1,,1,
LBR ,AFRO,Liberia,66,,2002,2007,2007,2007,3928,"Liberia Institute of Statistics and Geo-Information Services (LISGIS) [Liberia], Ministry of Health and Social Welfare [Liberia], National AIDS Control Program [Liberia], and Macro International Inc. Liberia Demographic and Health Survey 2007. Monrovia, Liberia: Liberia Institute of Statistics and Geo-Information Services (LISGIS) and Macro International Inc., 2008.",1,,1,
LBR ,AFRO,Liberia,78.1,,2008,2013,2013,2013,6502,"Liberia Institute of Statistics and Geo-Information Services (LISGIS) [Liberia], Ministry of Health and Social Welfare [Liberia], National AIDS Control Program [Liberia], Measure DHS, ICF International. Liberia Demographic and Health Survey 2013. Preliminary Report. Monrovia, Liberia: Liberia Institute of Statistics, Geo-Information Services (LISGIS), Measure DHS, ICF International; 2014.",1,,1,
LBY ,EMRO,Libya,no data,,,,,,,,,,,
LTU ,EURO,Lithuania,no data,,,,,,,,,,,
LUX ,EURO,Luxembourg,97.3,1,2007,2011,2011,2011,0,Ministère de la Santé – Centre de Recherche Public de la Santé. Surveillance de la santé périnatale au Luxembourg. Évolution de 2001 à 2011. Luxembourg; 2013.,1,6 or more visits.,1,
MDG ,AFRO,Madagascar,42.9,,1987,1992,1992,1992,5604,"Centre National de Recherches sur l'Environnement, Macro International Inc. Enquête Nationale Dêmographique et Sanitaire Madagascar en 1992. Calverton, Maryland USA: Macro International Inc., 1994.",1,,1,
MDG ,AFRO,Madagascar,39.7,,1994,1997,1997,1997,3893,"Direction de la Démographie et des Statistiques Sociales, Institut National de la Statistique (INSTAT) [Madagascar] et Macro International Inc. Enquête Démographique et de Santé, Madagascar 1997. Calverton, Maryland, USA: INSTAT et Macro International Inc., 1998.",1,,1,
MDG ,AFRO,Madagascar,39.9,,1998,2004,2003,2004,4162,"Institut National de la Statistique (INSTAT) et ORC Macro. Enquête Démographique et de Santé de Madagascar 2003-2004. Calverton, Maryland, USA: INSTAT et ORC Macro, 2005.",1,,1,
MDG ,AFRO,Madagascar,49.3,,2003,2008,2008,2009,8662,"Institut National de la Statistique (INSTAT) et ICF Macro. Enquête Démographique et de Santé de Madagascar 2008-2009. Antananarivo, Madagascar: INSTAT et ICF Macro, 2010.",1,,1,
MDG ,AFRO,Madagascar,51.1,,2007,2013,2012,2013,8780,"l’Institut National de la Statistique, l’Office National de Nutrition (ONN). L’Enquête Nationale sur le Suivi des indicateurs des Objectifs du Millénaire pour le Développement 2012-2013 (ENSOMD). Madagascar; 2014.",1,,1,
MWI ,AFRO,Malawi,62.8,,1987,1992,1992,1992,4512,"National Statistical Office and Macro International Inc. Malawi Demographic and Health Survey 1992. Calverton, Maryland USA: Macro International Inc., 1994.",1,,1,
MWI ,AFRO,Malawi,56,,1995,2000,2000,2000,8057,"National Statistical Office [Malawi] and ORC Macro. Malawi Demographic and Health Survey 2000. Zomba, Malawi and Calverton, Maryland, USA: National Statistical Office and ORC Macro, 2001.",1,,1,
MWI ,AFRO,Malawi,57,,1999,2004,2004,2004,7271,"National Statistical Office (NSO) [Malawi], and ORC Macro. Malawi Demographic and Health Survey 2004. Calverton, Maryland, USA: NSO and ORC Macro, 2005.",1,,1,
MWI ,AFRO,Malawi,45.5,,2005,2010,2010,2010,13664,"National Statistical Office (NSO), and ICF Macro. Malawi Demographic and Health Survey 2010. Zomba, Malawi, and Calverton, Maryland, USA: NSO and ICF Macro, 2011.",1,,1,
MWI,AFR,Malawi,44.7,,2011,2014,2013,2014,7490,"National Statistical Office. Malawi MDG Endline Survey 2014, Main Report. Zomba, Malawi: National Statistical Office; 2015.",1,,1,
MWI,AFR,Malawi,50.6,,2010,2016,2015,2016,0,"National Statistical Office (NSO) [Malawi] and ICF International. Malawi Demographic and HealthSurvey 2015-16: Key Indicators Report. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF International; 2016.",1,,1,
MYS ,WPRO,Malaysia,no data,,,,,,,,,,,
MDV ,SEARO,Maldives,91,,2004,2004,2004,2004,0,"Merhi S, Cockcroft A, Andersson N. Reproductive health survey: follow up. Maldives, 2004.",1,,1,
MDV ,SEARO,Maldives,85.1,,2004,2009,2009,2009,3175,"Ministry of Health and Family (MOHF) [Maldives], ICF Macro. Maldives Demographic and Health Survey 2009. Calverton, Maryland: MOHF, ICF Macro; 2010.",1,,1,
MLI ,AFRO,Mali,25.8,,1990,1996,1995,1996,6019,"Coulibaly, Salif, Fatoumata Dicko, Seydou Moussa Traoré, Ousmane Sidibé, Michka Seroussi et Bernard Barrère. Enquête Démographique et de Santé, Mali 1995-1996. Calverton, Maryland, USA: Cellule de Planification et de Statistique du Ministère de la Santé), Direction Nationale de la Statistique et de l'Informatique et Macro International Inc., 1996.",1,,1,
MLI ,AFRO,Mali,29.9,,1996,2001,2001,2001,8291,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l'Informatique (DNSI) et ORC Macro. Enquête Démographique et de Santé au Mali 2001. Calverton, Maryland, USA: CPS/MS, DNSI et ORC Macro, 2002.",1,,1,
MLI ,AFRO,Mali,35.4,,2001,2006,2006,2006,9087,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l’Informatique du Ministère de l’Économie, de l’Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. Enquête Démographique et de Santé du Mali 2006. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007.",1,,1,
MLI ,AFRO,Mali,41.2,,2007,2013,2012,2013,6773,"INFO-STAT, Cellule de Planification et de Statistiques (CPS), Ministère de la Santé, Institut National de la Statistique (INSTAT), Ministère de l’Économie, des Finances et du Budget et ICF International Enquête. Démographique et de Santé du Mali EDSM-V 2012-2013. ICF International Calverton, Maryland, USA; 2014.",1,,1,
MLI ,AFRO,Mali,38,,2013,2015,2015,2015,0,"Institut National de la Statistique. Enquête par Grappes à Indicateurs Multiples au Mali (MICS-Mali), 2015, Résultats clés. Bamako, Mali, INSTAT, 2016.",1,,1,
MLT ,EURO,Malta,no data,,,,,,,,,,,
MHL ,WPRO,Marshall Islands,77.1,,2002,2007,2007,2007,774,"Economic Policy, Planning and Statistics Office (EPPSO), SPC and Macro International Inc. 2007. Republic of the Marshall Islands Demographic and Health Survey; 2007.",1,,1,
MRT ,AFRO,Mauritania,7.8,1,1985,1991,1990,1991,525,"Ministry of Planning, National Statistical Office. Mauritania Maternal and Child Health Survey 1990-1991. Principal Report. Mauritania; 1992.",1,3 or more visits,1,
MRT ,AFRO,Mauritania,16.4,,1995,2001,2000,2001,3432,"Office National de la Statistique (ONS) [Mauritanie] et ORC Macro. Enquête Démographique et de Santé Mauritanie 2000-2001. Calverton, Maryland, USA: ONS et ORC Macro, 2001.",1,,1,
MRT ,AFRO,Mauritania,48.4,,2009,2011,2011,2011,3571,"Office National de la Statistique, UNICEF.  Mauritanie  Enquête par grappes à indicateurs multiples 2011. Rapport Final. Mauritanie; 2014.
",1,,1,
MUS ,AFRO,Mauritius,no data,,,,,,,,,,,
MEX ,AMRO,Mexico,see note,1,2002,2005,2005,2005,0,"Instituto Nacional de Salud Pública, Encuesta Nacional de la Dinámica Demografica ENADID 2006 - Informe Final.México, 2006.",1,Mean number of visits: 7.1,1,
MEX ,AMRO,Mexico,see note,1,2004,2009,2009,2009,0,"Instituto Nacional de Estadística y Geografía. Encuesta Nacional de la Dinámica Demográfica 2009. Panorama sociodemográfico de México, Principales resultados. México, 2011.",1,Mean number of visits: 7.4,1,
MEX ,AMRO,Mexico,91,,2007,2012,2012,2012,5816647,"Gutiérrez JP, Rivera-Dommarco J, Shamah-Levy T, Villalpando-Hernández S, Franco A, Cuevas-Nasu L, Romero-Martínez M, Hernández-Ávila M. Encuesta Nacional de Salud y Nutrición 2012. Resultados Nacionales. Cuernavaca, México: Instituto Nacional de Salud Pública (MX); 2012.",1,,1,20-49
MEX ,AMRO,Mexico,see note,1,2009,2014,2014,2014,10012836," Instituto Nacional de Estadística y Geografía (INEGI), Consejo Nacional de Poblacion (CONAPO). Encuesta Nacional de la Dinámica Demográfica 2014 Principales Resultados. 2015.",1,Mean number of visits: 8.5,1,
FSM ,WPRO,Micronesia (Federated States of),no data,,,,,,,,,,,
MCO ,EURO,Monaco,no data,,,,,,,,,,,
MNG ,WPRO,Mongolia,81.4,,2008,2010,2010,2010,1654,"National Statistics Office, UNICEF. Multiple Indicator Cluster Survey. Child Development- 2010 Survey. Final Report, Ulaanbaatar, Mongolia; 2013.",1,,1,
MNG ,WPRO,Mongolia,89.6,,2011,2013,2013,2013,2371,"National Statistical Office. Social Indicator Sample Survey 2013. Final Report. Ulaanbaatar, Mongolia: National Statistical Office; 2015.",1,,1,
MNE,EURO,Montenegro,86.6,,2011,2013,2013,2013,328,"Statistical Office of Montenegro (MONSTAT), UNICEF. 2013 Montenegro Multiple Indicator Cluster Survey and 2013 Montenegro Roma Settlements Multiple Indicator Cluster Survey, Final Report. Podgorica, Montenegro: Statistical Office of Montenegro (MONSTAT), UNICEF; 2014.",1,,1,
MAR ,EMRO,Morocco,8,,1987,1992,1992,1992,5138,"Ministère de la Santé Publique, Macro International Inc. Enquête Nationale sur la Population et la Santé (ENPS-II) 1992. Columbia, Maryland, USA: Macro International Inc., 1993.",1,,1,
MAR ,EMRO,Morocco,12,,1990,1995,1995,1995,2235,"Azelmat, Mustapha, Mohamed Ayad et EI Arbi Housni. Enquête de Panel sur la Population et la Santé (EPPS) 1995. Calverton, Maryland, USA: Ministère de la Santé Publique, Direction de la Planification et des Ressources Financières, Service des Etudes et de l'Information Sanitaire et Macro International Inc., 1996.",1,,1,
MAR ,EMRO,Morocco,30.5,,1998,2004,2003,2004,4695,"Ministère de la Santé [Maroc], ORC Macro, et Ligue des États Arabes. Enquête sur la Population et la Santé Familiale (EPSF) 2003-2004. Calverton, Maryland, USA: Ministère de la Santé et ORC Macro, 2005.",1,,1,
MAR ,EMRO,Morocco,55.3,,2006,2011,2011,2011,5648,"Ministère de la Santé, PAPFAM. Enquête Nationale sur la Population et la Santé Familiale (ENPSF) 2011. Maroc; 2012.",1,,1,
MOZ ,AFRO,Mozambique,37.3,,1994,1997,1997,1997,4207,"Moçambique Inquérito Demográfico e de Saúde 2003. Instituto Nacional de Estatística, Macro International Inc. Calverton, Maryland, USA: Macro International Inc., 1998.",1,,1,
MOZ ,AFRO,Mozambique,53.1,,1998,2003,2003,2003,7179,"Moçambique Inquérito Demográfico e de Saúde 2003. Instituto Nacional de Estatística, Ministério da Saúde. ORC Macro. Calverton MD, USA: ORC Macro. 2005. Ministério da Saúde. ORC Macro. Calverton MD, USA: ORC Macro. 2005.",1,,1,
MOZ ,AFRO,Mozambique,50.6,,2006,2011,2011,2011,7874,"Ministerio da Saude (MISAU), Instituto Nacional de Estatística (INE), ICF International (ICFI). Moçambique Inquérito Demográfico e de Saúde 2011. Calverton, Maryland, USA: MISAU, INE, ICFI; 2013.",1,,1,
MMR ,SEARO,Myanmar,36.6,,1992,1997,1997,1997,12596,"Ministry of Immigration and Population, Department of Population, UNPFA. Myanmar Fertility and Reproductive Health Survey 2001. Detailed Analysis Report. Yangon, Myanmar, 2004.",1,,1,
MMR ,SEARO,Myanmar,38.3,,1996,2001,2001,2001,5511,"Ministry of Immigration and Population, Department of Population, UNPFA. Myanmar Fertility and Reproductive Health Survey 2001. Detailed Analysis Report. Yangon, Myanmar; 2004.",1,,1,
MMR ,SEARO,Myanmar,73.4,1,2002,2007,2007,2007,3694,"Union of Myanmar Ministry of Immigration and Population. Country Report on 2007 Fertility and Reproductive Health Survey. Nay Pyi Taw, Myanmar; 2009.",1,3 or more visits. Mean number of visits: 5.2.,1,
NAM ,AFRO,Namibia,55.8,,1987,1992,1992,1992,3814,"Ministry of Health and Social Services, Macro Internatinal Inc. Namibia Demographic and Health Survey 1992. Columbia, Maryland, USA: Macro International Inc., 1993.",1,,1,
NAM ,AFRO,Namibia,69.1,,1995,2000,2000,2000,3002,"Ministry of Health and Social Services (MOHSS) [Namibia]. Namibia Demographic and Health Survey 2000. Windhoek, Namibia: MOHSS, 2003.",1,,1,
NAM ,AFRO,Namibia,70.4,,2001,2007,2006,2007,3898,"Ministry of Health and Social Services (MoHSS) [Namibia] and Macro International Inc. Namibia Demographic and Health Survey 2006-07. Windhoek, Namibia and Calverton, Maryland, USA: MoHSS and Macro International Inc., 2008.",1,,1,
NAM ,AFRO,Namibia,62.5,,2008,2013,2013,2013,3842,"The Nambia Ministry of Health and Social Services (MoHSS), ICF International. The Namibia Demographic and Health Survey 2013. Windhoek, Namibia, and Rockville, Maryland, USA: MoHSS, ICF International; 2014.",1,,1,
NRU ,WPRO,Nauru,40.2,,2002,2007,2007,2007,205,"Nauru Bureau of Statistics, SPC, Macro International Inc. Nauru 2007 Demographic and Health Survey. Noumea, New Caledonia; 2009.",1,,1,
NPL ,SEARO,Nepal,8.8,,1993,1996,1996,1996,4375,"Family Health Division, Ministry of Health, New ERA, Macro International Inc. Nepal Family Health Survey 1996. Calverton, Maryland, USA: Macro International Inc., 1997.",1,,1,
NPL ,SEARO,Nepal,14.3,,1996,2001,2001,2001,4745,"Ministry of Health [Nepal], New ERA, and ORC Macro. Nepal Demographic and Health Survey 2001. Calverton, Maryland, USA: Family Health Division, Ministry of Health; New ERA; and ORC Macro, 2002.",1,,1,
NPL ,SEARO,Nepal,29.4,,2001,2006,2006,2006,4066,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and Macro International Inc. Nepal Demographic and Health Survey 2006. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and Macro International Inc., 2007.",1,,1,
NPL ,SEARO,Nepal,50.1,,2006,2011,2011,2011,4148,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and ICF International Inc. Nepal Demographic and Health Survey 2011. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and ICF International, Calverton, Maryland, 2012.",1,,1,
NPL ,SEARO,Nepal,59.5,,2012,2014,2014,2014,1775,"Central Bureau of Statistics. Nepal Multiple Indicator Cluster Survey 2014, Key Findings. Kathmandu, Nepal: Central Bureau of Statistics, UNICEF Nepal; 2015.",1,,1,
NLD ,EURO,Netherlands,no data,,,,,,,,,,,
NZL ,WPRO,New Zealand,no data,,,,,,,,,,,
NIC ,AMRO,Nicaragua,61.6,,1993,1998,1998,1998,7992,"Instituto Nacional de Estadísticas y Censos (INEC). Informe Comparativo Encuesta Nacional de  Hogares sobre Medición de Nivel de Vida 1993 y 1998. Nicaragua, 2001.",1,,1,
NIC ,AMRO,Nicaragua,71.6,,1996,2001,2001,2001,4848,"Instituto Nacional de Estadísticas y Censos (INEC), Ministerio de Salud (MINSA), ORC Macro Encuesta Nicaragüense de Demografía y Salud 2001. Calverton, USA: ORC Macro, 2002.",1,,1,
NIC ,AMRO,Nicaragua,77.7,,2001,2007,2006,2007,8857,"Instituto Nacional de Información de Desarrollo (INIDE), Ministerio de Salud (MINSA). Encuesta Nicaragüense de Demografía y Salud ENDESA 2006/07. Informe Final. Nicaragua, 2008.",1,,1,
NIC ,AMRO,Nicaragua,87.8,,2006,2012,2011,2012,8563,"Instituto Nacional de Información de Desarrollo (INIDE) Ministerio de Salud (MINSA). Encuesta Nicaragüense de Demografía y Salud 2011/12. Informe Preliminar. Ministerio de Salud, Nicaragua; 2013.",1,,1,
NER ,AFRO,Niger,8.4,,1987,1992,1992,1992,7094,"Direction de la Statistique et des Comptes Natinaux, Direction Général du Plan, Ministère des Finances et du Plan, Macro International Inc. Enquête Démographique et de Santé Niger 1992. Columbia, Maryland, USA: Macro International Inc., 1993.",1,,1,
NER ,AFRO,Niger,11.4,,1995,1998,1998,1998,5007,"Attama, Sabine, Michka Seroussi, Alichina Idrissa Kourguéni, Harouna Koché et Bernard Barrèm. Enquête Démographique et de Santé, Niger 1998. Calverton, Maryland, USA: Care International Niger et Macro International Inc., 1999.",1,,1,
NER ,AFRO,Niger,14.9,,2001,2006,2006,2006,6301,"Institut National de la Statistique (INS) et Macro International Inc. Enquête Démographique et de Santé et à Indicateurs Multiples du Niger 2006. Calverton, Maryland, USA: INS et Macro International Inc., 2007.",1,,1,
NER ,AFRO,Niger,32.8,,2007,2012,2012,2012,8002,"Institut National de la Statistique (INS) et ICF International. Enquête Démographique et de Santé et à Indicateurs Multiples du Niger 2012. Calverton, Maryland, USA : INS et ICF International; 2013.",1,,1,
NER ,AFRO,Niger,38.5,,2014,2015,2014,2015,0,"Ministere de L'Economie et des Finances, Institut National de la Statistique (INS-Niger) Etablissement Public à Caractère Administratif Direction des Enquêtes et des Recensements. Note Provisoire de Synthese de L'Etude Nationale d'Evaluation d'Indicateurs Socio-Economiques et Demographiques (ENISED). INS-Niger, 2015. ",1,,1,
NGA ,AFRO,Nigeria,52,,1985,1990,1990,1990,8113,"Federal Office of Statistics, IRD/Macro International Inc. Nigeria Demographic and Health Survey 1990. Colombia, Maryland, USA: IRD/Macro International Inc., 1992.",1,,1,
NGA ,AFRO,Nigeria,47.3,,1996,1999,1999,1999,3547,"National Population Commission [Nigeria]. Nigeria Demographic and Health Survey 1999. Calverton, Maryland: National Population Commission and ORC/Macro, 2000.",1,,1,
NGA ,AFRO,Nigeria,47.4,,1998,2003,2003,2003,3911,"National Population Commission (NPC) [Nigeria] and ORC Macro. Nigeria Demographic and Health Survey 2003. Calverton, Maryland: National Population Commission and ORC Macro, 2004.",1,,1,
NGA ,AFRO,Nigeria,44.8,,2003,2008,2008,2008,17635,"National Population Commission (NPC) [Nigeria] and IF Macro. Nigeria Demographic and Health Survey 2008. Abuja, Nigeria: National Population Commission and ICF Macro, 2009.",1,,1,
NGA ,AFRO,Nigeria,56.6,,2009,2011,2011,2011,9879,"National Bureau of Statistics (NBS). Nigeria Multiple Indicator Cluster Survey 2011. Main Report. Abuja, Nigeria. 2013.",1,,1,
NGA ,AFRO,Nigeria,51.1,,2008,2013,2013,2013,20467,"National Population Commission MEASURE DHS, ICF International. Nigeria Demographic and Health Survey 2013. Preliminary Report. MEASURE DHS ICF International Calverton, Maryland, USA, 2013.",1,,1,
NIU ,WPRO,Niue,no data,,,,,,,,,,,
NOR ,EURO,Norway,no data,,,,,,,,,,,
OMN ,EMRO,Oman,84.1,1,1995,2000,2000,2000,1142,"Directorate of Research and Studies, Ministry of Health, UNPFA, UNICEF. National Health Survey, 2000. Volume II - Reproductive Health Study. Oman, 2001.",1,3 and more visits,1,
OMN ,EMRO,Oman,86.3,,2007,2007,2007,2007,46609,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,89.2,,2008,2008,2008,2008,50614,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,85,,2009,2009,2009,2009,55950,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
